time (milliseconds since 1970-01-01),longwave (W/m^2)
1.50507708E12,1.4985499547037762E-5
1.50507714E12,1.486590008425992E-5
1.5050772E12,1.4800200005993247E-5
1.50507726E12,1.4759500118088908E-5
1.50507732E12,1.4681700122309849E-5
1.50507738E12,1.4510999790218193E-5
1.50507744E12,1.4339500012283679E-5
1.5050775E12,1.4239600204746239E-5
1.50507756E12,1.412799974787049E-5
1.50507762E12,1.4071199984755367E-5
1.50507768E12,1.4025699783815071E-5
1.50507774E12,1.39026997203473E-5
1.5050778E12,1.3760000001639128E-5
1.50507786E12,1.3627700354845729E-5
1.50507792E12,1.3513899830286391E-5
1.50507798E12,1.3404100172920153E-5
1.50507804E12,1.3304400454217102E-5
1.5050781E12,1.3204599781602155E-5
1.50507816E12,1.3115000001562294E-5
1.50507822E12,1.30654998429236E-5
1.50507828E12,1.300510029977886E-5
1.50507834E12,1.2891799997305498E-5
1.5050784E12,1.2797499948646873E-5
1.50507846E12,1.2690100447798613E-5
1.50507852E12,1.2579799658851698E-5
1.50507858E12,1.2473499737097882E-5
1.50507864E12,1.2416299796313979E-5
1.5050787E12,1.2357900232018437E-5
1.50507876E12,1.2271199921087828E-5
1.50507882E12,1.214500025525922E-5
1.50507888E12,1.2040600267937407E-5
1.50507894E12,1.195900040329434E-5
1.505079E12,1.185590008390136E-5
1.50507906E12,1.1730099686246831E-5
1.50507912E12,1.1633500434982125E-5
1.50507918E12,1.1575300050026271E-5
1.50507924E12,1.1490100405353587E-5
1.5050793E12,1.1389700375730172E-5
1.50507936E12,1.1297600394755136E-5
1.50507942E12,1.1201999768672977E-5
1.50507948E12,1.112140034820186E-5
1.50507954E12,1.1053500202251598E-5
1.5050796E12,1.097919994208496E-5
1.50507966E12,1.0884699804591946E-5
1.50507972E12,1.0776399903988931E-5
1.50507978E12,1.0672500138753094E-5
1.50507984E12,1.0585999916656874E-5
1.5050799E12,1.0498900337552186E-5
1.50507996E12,1.0424500032968353E-5
1.50508002E12,1.0344299880671315E-5
1.50508008E12,1.0263300282531418E-5
1.50508014E12,1.0192699846811593E-5
1.5050802E12,1.0120899787580129E-5
1.50508026E12,1.0018899956776295E-5
1.50508032E12,9.921570381266065E-6
1.50508038E12,9.82512028713245E-6
1.50508044E12,9.731399586598855E-6
1.5050805E12,9.63790989771951E-6
1.50508056E12,9.575819603924174E-6
1.50508062E12,9.49712011788506E-6
1.50508068E12,9.422759831068106E-6
1.50508074E12,9.321889592683874E-6
1.5050808E12,9.227200280292891E-6
1.50508086E12,9.135110303759575E-6
1.50508092E12,9.055370355781633E-6
1.50508098E12,8.981330211099703E-6
1.50508104E12,8.907520168577321E-6
1.5050811E12,8.815430192044005E-6
1.50508116E12,8.734209586691577E-6
1.50508122E12,8.663650078233331E-6
1.50508128E12,8.58331986819394E-6
1.50508134E12,8.483500096190255E-6
1.5050814E12,8.392459676542785E-6
1.50508146E12,8.310869816341437E-6
1.50508152E12,8.214010449592024E-6
1.50508158E12,8.142799742927309E-6
1.50508164E12,8.091599738691002E-6
1.5050817E12,8.02688009571284E-6
1.50508176E12,7.940539944684133E-6
1.50508182E12,7.854059731471352E-6
1.50508188E12,7.77120021666633E-6
1.50508194E12,7.701250069658272E-6
1.505082E12,7.62882018534583E-6
1.50508206E12,7.562429800600512E-6
1.50508212E12,7.528639798692893E-6
1.50508218E12,7.515749985032016E-6
1.50508224E12,7.46908017390524E-6
1.5050823E12,7.383840056718327E-6
1.50508236E12,7.305529834411573E-6
1.50508242E12,7.231899871840142E-6
1.50508248E12,7.162790097936522E-6
1.50508254E12,7.110850219760323E-6
1.5050826E12,7.073419965308858E-6
1.50508266E12,7.020770226517925E-6
1.50508272E12,6.950129773031222E-6
1.50508278E12,6.9149400587775744E-6
1.50508284E12,6.8760400608880445E-6
1.5050829E12,6.800059964007232E-6
1.50508296E12,6.717009910062188E-6
1.50508302E12,6.6651000452111475E-6
1.50508308E12,6.62673983242712E-6
1.50508314E12,6.58881981507875E-6
1.5050832E12,6.553109869855689E-6
1.50508326E12,6.52524977340363E-6
1.50508332E12,6.497360118373763E-6
1.50508338E12,6.438229775085347E-6
1.50508344E12,6.39137988400762E-6
1.5050835E12,6.366949946823297E-6
1.50508356E12,6.335939815471647E-6
1.50508362E12,6.293680144153768E-6
1.50508368E12,6.2716098909731954E-6
1.50508374E12,6.2721101130591705E-6
1.5050838E12,6.2493600125890225E-6
1.50508386E12,6.198699793458218E-6
1.50508392E12,6.158430096547818E-6
1.50508398E12,6.1484101934183855E-6
1.50508404E12,6.119460067566251E-6
1.5050841E12,6.0984798437857535E-6
1.50508416E12,6.112440132710617E-6
1.50508422E12,6.125429990788689E-6
1.50508428E12,6.080019829823868E-6
1.50508434E12,5.999109816912096E-6
1.5050844E12,5.957000212220009E-6
1.50508446E12,5.941440122114727E-6
1.50508452E12,5.909920218982734E-6
1.50508458E12,5.850440174981486E-6
1.50508464E12,5.802320174552733E-6
1.5050847E12,5.779349976364756E-6
1.50508476E12,5.775259978690883E-6
1.50508482E12,5.762160071753897E-6
1.50508488E12,5.726699782826472E-6
1.50508494E12,5.716849955206271E-6
1.505085E12,5.70462998439325E-6
1.50508506E12,5.697029791917885E-6
1.50508512E12,5.690520083589945E-6
1.50508518E12,5.6706799114181194E-6
1.50508524E12,5.638410129904514E-6
1.5050853E12,5.621589934889926E-6
1.50508536E12,5.637460162688512E-6
1.50508542E12,5.6317198868782725E-6
1.50508548E12,5.5939099183888175E-6
1.50508554E12,5.547909950109897E-6
1.5050856E12,5.5068899200705346E-6
1.50508566E12,5.485000201588264E-6
1.50508572E12,5.47125000593951E-6
1.50508578E12,5.452080131362891E-6
1.50508584E12,5.421140031103278E-6
1.5050859E12,5.3952699090586975E-6
1.50508596E12,5.379679805628257E-6
1.50508602E12,5.355650046112714E-6
1.50508608E12,5.33303000338492E-6
1.50508614E12,5.303430043568369E-6
1.5050862E12,5.275860075926175E-6
1.50508626E12,5.260670150164515E-6
1.50508632E12,5.246190085017588E-6
1.50508638E12,5.225960194366053E-6
1.50508644E12,5.218690148467431E-6
1.5050865E12,5.2174300435581245E-6
1.50508656E12,5.193250217416789E-6
1.50508662E12,5.167500148672843E-6
1.50508668E12,5.154829977982445E-6
1.50508674E12,5.163520199857885E-6
1.5050868E12,5.146329840499675E-6
1.50508686E12,5.117380169394892E-6
1.50508692E12,5.101100214233156E-6
1.50508698E12,5.083949872641824E-6
1.50508704E12,5.058399892732268E-6
1.5050871E12,5.032719855080359E-6
1.50508716E12,5.000360033591278E-6
1.50508722E12,4.971199814463034E-6
1.50508728E12,4.94659980176948E-6
1.50508734E12,4.92646995553514E-6
1.5050874E12,4.911430096399272E-6
1.50508746E12,4.8938200052361935E-6
1.50508752E12,4.870660177402897E-6
1.50508758E12,4.851880021305988E-6
1.50508764E12,4.852300207858207E-6
1.5050877E12,4.831860223930562E-6
1.50508776E12,4.7986300160118844E-6
1.50508782E12,4.7684497985756025E-6
1.50508788E12,4.76771992907743E-6
1.50508794E12,4.7552398427797016E-6
1.505088E12,4.736280061479192E-6
1.50508806E12,4.719599928648677E-6
1.50508812E12,4.703590093413368E-6
1.50508818E12,4.657849785871804E-6
1.50508824E12,4.618740149453515E-6
1.5050883E12,4.587259809341049E-6
1.50508836E12,4.5625401980942115E-6
1.50508842E12,4.540129793895176E-6
1.50508848E12,4.525480107986368E-6
1.50508854E12,4.519240064837504E-6
1.5050886E12,4.5113802116247825E-6
1.50508866E12,4.494720087677706E-6
1.50508872E12,4.473290118767181E-6
1.50508878E12,4.447029823495541E-6
1.50508884E12,4.424889993970282E-6
1.5050889E12,4.402909780765185E-6
1.50508896E12,4.38662982560345E-6
1.50508902E12,4.379429810796864E-6
1.50508908E12,4.379749952931888E-6
1.50508914E12,4.366730081528658E-6
1.5050892E12,4.325309873820515E-6
1.50508926E12,4.294539849070134E-6
1.50508932E12,4.26577980761067E-6
1.50508938E12,4.2429401219123974E-6
1.50508944E12,4.223079940857133E-6
1.5050895E12,4.207250185572775E-6
1.50508956E12,4.190969775663689E-6
1.50508962E12,4.169749900029274E-6
1.50508968E12,4.1390499063709285E-6
1.50508974E12,4.126649855606956E-6
1.5050898E12,4.1014600355993025E-6
1.50508986E12,4.060169885633513E-6
1.50508992E12,4.0336699385079555E-6
1.50508998E12,4.020489996037213E-6
1.50509004E12,4.0186500882555265E-6
1.5050901E12,4.035379788547289E-6
1.50509016E12,4.037370217702119E-6
1.50509022E12,4.0218901631305926E-6
1.50509028E12,4.009330041299108E-6
1.50509034E12,3.97196981793968E-6
1.5050904E12,3.9340898183581885E-6
1.50509046E12,3.900780029653106E-6
1.50509052E12,3.871569788316265E-6
1.50509058E12,3.841929810732836E-6
1.50509064E12,3.816030130110448E-6
1.5050907E12,3.7895199511694955E-6
1.50509076E12,3.775049890464288E-6
1.50509082E12,3.7459199120348785E-6
1.50509088E12,3.723310101122479E-6
1.50509094E12,3.694359975270345E-6
1.505091E12,3.6575199828803306E-6
1.50509106E12,3.625799990913947E-6
1.50509112E12,3.606530071920133E-6
1.50509118E12,3.5961300000053598E-6
1.50509124E12,3.587299943319522E-6
1.5050913E12,3.5690800359589048E-6
1.50509136E12,3.5543400827009464E-6
1.50509142E12,3.532390110194683E-6
1.50509148E12,3.5034099710173905E-6
1.50509154E12,3.4770800994010642E-6
1.5050916E12,3.451069915172411E-6
1.50509166E12,3.424260057727224E-6
1.50509172E12,3.3972999062825693E-6
1.50509178E12,3.372879973539966E-6
1.50509184E12,3.349719918332994E-6
1.5050919E12,3.32511990563944E-6
1.50509196E12,3.3044000247173244E-6
1.50509202E12,3.2859800285223173E-6
1.50509208E12,3.268040018156171E-6
1.50509214E12,3.2414500310551375E-6
1.5050922E12,3.2130499221239006E-6
1.50509226E12,3.1880799724604003E-6
1.50509232E12,3.172430069753318E-6
1.50509238E12,3.1636500352760777E-6
1.50509244E12,3.1457200293516507E-6
1.5050925E12,3.108649934802088E-6
1.50509256E12,3.0977100777818123E-6
1.50509262E12,3.0884500574757112E-6
1.50509268E12,3.069669901378802E-6
1.50509274E12,3.0550099836545996E-6
1.5050928E12,3.0288099424069514E-6
1.50509286E12,3.0070700631767977E-6
1.50509292E12,2.9819200335623464E-6
1.50509298E12,2.958410050268867E-6
1.50509304E12,2.933589939857484E-6
1.5050931E12,2.9126299523341004E-6
1.50509316E12,2.8962599571968894E-6
1.50509322E12,2.8726399250444956E-6
1.50509328E12,2.8506699436547933E-6
1.50509334E12,2.8323099741101032E-6
1.5050934E12,2.819190058289678E-6
1.50509346E12,2.8033000489813276E-6
1.50509352E12,2.781830062303925E-6
1.50509358E12,2.7714299903891515E-6
1.50509364E12,2.756690037131193E-6
1.5050937E12,2.7472799501992995E-6
1.50509376E12,2.7322600999468705E-6
1.50509382E12,2.711140041355975E-6
1.50509388E12,2.6890299977821996E-6
1.50509394E12,2.6630600586941E-6
1.505094E12,2.6433399398229085E-6
1.50509406E12,2.6285899821232306E-6
1.50509412E12,2.6133100163860945E-6
1.50509418E12,2.593320004962152E-6
1.50509424E12,2.5746398932824377E-6
1.5050943E12,2.5674501102912473E-6
1.50509436E12,2.5601200377423083E-6
1.50509442E12,2.541150024626404E-6
1.50509448E12,2.5190599899360677E-6
1.50509454E12,2.4986100015667034E-6
1.5050946E12,2.485410050212522E-6
1.50509466E12,2.4694500098121352E-6
1.50509472E12,2.4448800104437396E-6
1.50509478E12,2.4381899947911734E-6
1.50509484E12,2.4263399609480985E-6
1.5050949E12,2.416119968984276E-6
1.50509496E12,2.405440000075032E-6
1.50509502E12,2.3977499949978665E-6
1.50509508E12,2.3885299924586434E-6
1.50509514E12,2.3710699679213576E-6
1.5050952E12,2.3554200652142754E-6
1.50509526E12,2.339510047022486E-6
1.50509532E12,2.3248499019246083E-6
1.50509538E12,2.308930106664775E-6
1.50509544E12,2.299899961144547E-6
1.5050955E12,2.2870399334351532E-6
1.50509556E12,2.272380015710951E-6
1.50509562E12,2.2645099306828342E-6
1.50509568E12,2.258100039398414E-6
1.50509574E12,2.2349299797497224E-6
1.5050958E12,2.2120500489108963E-6
1.50509586E12,2.1934799860900966E-6
1.50509592E12,2.1810199086758075E-6
1.50509598E12,2.1708899566874607E-6
1.50509604E12,2.1560599634540267E-6
1.5050961E12,2.1459200070239604E-6
1.50509616E12,2.127739890056546E-6
1.50509622E12,2.1147200186533155E-6
1.50509628E12,2.1094499516038923E-6
1.50509634E12,2.0939100977557246E-6
1.5050964E12,2.08332994589E-6
1.50509646E12,2.0746499558299547E-6
1.50509652E12,2.0589000087056775E-6
1.50509658E12,2.0427999061212176E-6
1.50509664E12,2.028920107477461E-6
1.5050967E12,2.0226300421199994E-6
1.50509676E12,2.015940026467433E-6
1.50509682E12,2.0016400412714574E-6
1.50509688E12,1.9920200884371297E-6
1.50509694E12,1.98491011360602E-6
1.505097E12,1.970350012925337E-6
1.50509706E12,1.957479980774224E-6
1.50509712E12,1.9450199033599347E-6
1.50509718E12,1.9323499600432115E-6
1.50509724E12,1.917790086736204E-6
1.5050973E12,1.9106100808130577E-6
1.50509736E12,1.8874900433729636E-6
1.50509742E12,1.8788000488711987E-6
1.50509748E12,1.865140006884758E-6
1.50509754E12,1.8589900037113694E-6
1.5050976E12,1.856369976849237E-6
1.50509766E12,1.836899969021033E-6
1.50509772E12,1.8271499584443518E-6
1.50509778E12,1.8201900502390345E-6
1.50509784E12,1.8161199477617629E-6
1.5050979E12,1.8076000287692295E-6
1.50509796E12,1.8058100295093027E-6
1.50509802E12,1.799930032575503E-6
1.50509808E12,1.7902000308822608E-6
1.50509814E12,1.7738700535119278E-6
1.5050982E12,1.7574999446878792E-6
1.50509826E12,1.7496299733466003E-6
1.50509832E12,1.7497200133220758E-6
1.50509838E12,1.7427599914299208E-6
1.50509844E12,1.7332599782093894E-6
1.5050985E12,1.7305700339420582E-6
1.50509856E12,1.7278299537792918E-6
1.50509862E12,1.7380499457431142E-6
1.50509868E12,1.7665099676378304E-6
1.50509874E12,1.7907899518831982E-6
1.5050988E12,1.7828300542532816E-6
1.50509886E12,1.760560053298832E-6
1.50509892E12,1.7388699689036002E-6
1.50509898E12,1.7188799574796576E-6
1.50509904E12,1.7281899999943562E-6
1.5050991E12,1.844680014073674E-6
1.50509916E12,1.9568699372030096E-6
1.50509922E12,1.955959987753886E-6
1.50509928E12,1.8838500182027929E-6
1.50509934E12,1.814490019569348E-6
1.5050994E12,1.7621099459574907E-6
1.50509946E12,1.7039500335158664E-6
1.50509952E12,1.6813399952297914E-6
1.50509958E12,1.6787099639259395E-6
1.50509964E12,1.6867600152181694E-6
1.5050997E12,1.7017999880408752E-6
1.50509976E12,1.710650053610152E-6
1.50509982E12,1.716159999887168E-6
1.50509988E12,1.7247999721803353E-6
1.50509994E12,1.7305500250586192E-6
1.5051E12,1.7414899957657326E-6
1.50510006E12,1.7365199482810567E-6
1.50510012E12,1.7295200223088614E-6
1.50510018E12,1.7168000567835406E-6
1.50510024E12,1.7025899978762027E-6
1.5051003E12,1.6938399767241208E-6
1.50510036E12,1.6837800558278104E-6
1.50510042E12,1.6670400100338156E-6
1.50510048E12,1.6590399809501832E-6
1.50510054E12,1.6565500118304044E-6
1.5051006E12,1.6511199874003069E-6
1.50510066E12,1.6444299717477406E-6
1.50510072E12,1.6318499547196552E-6
1.50510078E12,1.6240800277955714E-6
1.50510084E12,1.6172000414371723E-6
1.5051009E12,1.6152299622262944E-6
1.50510096E12,1.6149399471032666E-6
1.50510102E12,1.6163900227184058E-6
1.50510108E12,1.613659946997359E-6
1.50510114E12,1.5991099644452333E-6
1.5051012E12,1.594229956936033E-6
1.50510126E12,1.5886199662418221E-6
1.50510132E12,1.5804299664523569E-6
1.50510138E12,1.5693500472480082E-6
1.50510144E12,1.560219970997423E-6
1.5051015E12,1.556560050630651E-6
1.50510156E12,1.5531600183749106E-6
1.50510162E12,1.5481799664485152E-6
1.50510168E12,1.5424000139319105E-6
1.50510174E12,1.5390700127682067E-6
1.5051018E12,1.5383200206997572E-6
1.50510186E12,1.5263799468812067E-6
1.50510192E12,1.5230699546009419E-6
1.50510198E12,1.5157099824136822E-6
1.50510204E12,1.5077499710969278E-6
1.5051021E12,1.5027800372990896E-6
1.50510216E12,1.498890014772769E-6
1.50510222E12,1.497350012868992E-6
1.50510228E12,1.4961699434934417E-6
1.50510234E12,1.4901900158292847E-6
1.5051024E12,1.4869500546410563E-6
1.50510246E12,1.4798899883317063E-6
1.50510252E12,1.4757599728909554E-6
1.50510258E12,1.4690300531583489E-6
1.50510264E12,1.4675000556962914E-6
1.5051027E12,1.4660599845228717E-6
1.50510276E12,1.4629699762735981E-6
1.50510282E12,1.4580899687643978E-6
1.50510288E12,1.4597200106436503E-6
1.50510294E12,1.4577500451196101E-6
1.505103E12,1.4573699900211068E-6
1.50510306E12,1.4629699762735981E-6
1.50510312E12,1.470079951104708E-6
1.50510318E12,1.474100031373382E-6
1.50510324E12,1.4709299875903525E-6
1.5051033E12,1.4634299532190198E-6
1.50510336E12,1.4560999943569186E-6
1.50510342E12,1.4526599443343002E-6
1.50510348E12,1.4533900412061485E-6
1.50510354E12,1.4495300320049864E-6
1.5051036E12,1.4391799822988105E-6
1.50510366E12,1.4396399592442322E-6
1.50510372E12,1.4240799828257877E-6
1.50510378E12,1.4162100114845089E-6
1.50510384E12,1.4146700095807319E-6
1.5051039E12,1.4089699789110455E-6
1.50510396E12,1.3996000234328676E-6
1.50510402E12,1.3963100400360418E-6
1.50510408E12,1.390430043102242E-6
1.50510414E12,1.3891100252294564E-6
1.5051042E12,1.3890700074625784E-6
1.50510426E12,1.3921500112701324E-6
1.50510432E12,1.4009100368639338E-6
1.50510438E12,1.4023700032339548E-6
1.50510444E12,1.3946799981567892E-6
1.5051045E12,1.396760012539744E-6
1.50510456E12,1.3917300520915887E-6
1.50510462E12,1.3832800505042542E-6
1.50510468E12,1.3675399941348587E-6
1.50510474E12,1.354659957542026E-6
1.5051048E12,1.348370005871402E-6
1.50510486E12,1.3482799658959266E-6
1.50510492E12,1.343729991276632E-6
1.50510498E12,1.3303599644132191E-6
1.50510504E12,1.3247599781607278E-6
1.5051051E12,1.3210500355853583E-6
1.50510516E12,1.3070000477455324E-6
1.50510522E12,1.3062999641988426E-6
1.50510528E12,1.3055799854555517E-6
1.50510534E12,1.2979900247955811E-6
1.5051054E12,1.2893000302938162E-6
1.50510546E12,1.2867600389654399E-6
1.50510552E12,1.2877600283900392E-6
1.50510558E12,1.274910005122365E-6
1.50510564E12,1.2743699926431873E-6
1.5051057E12,1.2716600394924171E-6
1.50510576E12,1.2641500006793649E-6
1.50510582E12,1.2646900131585426E-6
1.50510588E12,1.2560100230984972E-6
1.50510594E12,1.2478900544010685E-6
1.505106E12,1.2392699773045024E-6
1.50510606E12,1.2226299759277026E-6
1.50510612E12,1.216030000250612E-6
1.50510618E12,1.209680021929671E-6
1.50510624E12,1.2067099532941938E-6
1.5051063E12,1.203359943247051E-6
1.50510636E12,1.2023300541841309E-6
1.50510642E12,1.1966700412813225E-6
1.50510648E12,1.1941400543946656E-6
1.50510654E12,1.184930056297162E-6
1.5051066E12,1.1757699667214183E-6
1.50510666E12,1.165999947261298E-6
1.50510672E12,1.158500026576803E-6
1.50510678E12,1.1488200470921583E-6
1.50510684E12,1.1483699609016185E-6
1.5051069E12,1.1412199683036306E-6
1.50510696E12,1.1321200190650416E-6
1.50510702E12,1.1347999588906532E-6
1.50510708E12,1.133710043177416E-6
1.50510714E12,1.1272200026724022E-6
1.5051072E12,1.117429974328843E-6
1.50510726E12,1.1123599961138098E-6
1.50510732E12,1.1069399761254317E-6
1.50510738E12,1.1057099982281215E-6
1.50510744E12,1.0969899904011982E-6
1.5051075E12,1.0944499990728218E-6
1.50510756E12,1.0856899734790204E-6
1.50510762E12,1.0797100458148634E-6
1.50510768E12,1.073109956450935E-6
1.50510774E12,1.0635200169417658E-6
1.5051078E12,1.0618999795042328E-6
1.50510786E12,1.0540200037212344E-6
1.50510792E12,1.0501299811949139E-6
1.50510798E12,1.04310004189756E-6
1.50510804E12,1.0380999810877256E-6
1.5051081E12,1.0359300404161331E-6
1.50510816E12,1.0280599553880165E-6
1.50510822E12,1.0223600384051679E-6
1.50510828E12,1.01964997156756E-6
1.50510834E12,1.0119599664903944E-6
1.5051084E12,1.0083899724122602E-6
1.50510846E12,1.0034500519395806E-6
1.50510852E12,9.888899512588978E-7
1.50510858E12,9.88100055110408E-7
1.50510864E12,9.847290129982866E-7
1.5051087E12,9.81111043074634E-7
1.50510876E12,9.801429996514344E-7
1.50510882E12,9.729700423122267E-7
1.50510888E12,9.677239631855628E-7
1.50510894E12,9.634719617679366E-7
1.505109E12,9.582829534338089E-7
1.50510906E12,9.497230166743975E-7
1.50510912E12,9.439330028726545E-7
1.50510918E12,9.431549869987066E-7
1.50510924E12,9.479139748691523E-7
1.5051093E12,9.399529972142773E-7
1.50510936E12,9.279410164708679E-7
1.50510942E12,9.17338979888882E-7
1.50510948E12,9.139019994108821E-7
1.50510954E12,9.101029831981577E-7
1.5051096E12,9.041569910550606E-7
1.50510966E12,8.994289828478941E-7
1.50510972E12,8.929159776016604E-7
1.50510978E12,8.864059850566264E-7
1.50510984E12,8.782619715930196E-7
1.5051099E12,8.807950280242949E-7
1.50510996E12,8.824230235404684E-7
1.50511002E12,8.721530093680485E-7
1.50511008E12,8.684020258442615E-7
1.50511014E12,8.659599757265823E-7
1.5051102E12,8.59998976920906E-7
1.50511026E12,8.474160040350398E-7
1.50511032E12,8.294150006804557E-7
1.50511038E12,8.353400176019932E-7
1.50511044E12,8.305909773298481E-7
1.5051105E12,8.27967994609935E-7
1.50511056E12,8.178370194400486E-7
1.50511062E12,8.154029842444288E-7
1.50511068E12,8.105100164357282E-7
1.50511074E12,8.02369015673321E-7
1.5051108E12,8.04385990704759E-7
1.50511086E12,8.043589900808001E-7
1.50511092E12,8.034539860091172E-7
1.50511098E12,7.908320185379125E-7
1.50511104E12,7.868999887250538E-7
1.5051111E12,7.814729769961559E-7
1.50511116E12,7.842770060051407E-7
1.50511122E12,7.81301025654102E-7
1.50511128E12,7.760460221106769E-7
1.50511134E12,7.707989766458923E-7
1.5051114E12,7.704579729761463E-7
1.50511146E12,7.69442010550847E-7
1.50511152E12,7.633819905095152E-7
1.50511158E12,7.613650154780771E-7
1.50511164E12,7.574120104436588E-7
1.5051117E12,7.544260256509006E-7
1.50511176E12,7.489990139220026E-7
1.50511182E12,7.513090167776681E-7
1.50511188E12,7.502649737034517E-7
1.50511194E12,7.470089826711046E-7
1.505112E12,7.430890036630444E-7
1.50511206E12,7.400440154015087E-7
1.50511212E12,7.331689744205505E-7
1.50511218E12,7.253900093928678E-7
1.50511224E12,7.219280178105691E-7
1.5051123E12,7.221329951789812E-7
1.50511236E12,7.153490173550381E-7
1.50511242E12,7.09599021320173E-7
1.50511248E12,7.072080165926309E-7
1.50511254E12,6.982530180721369E-7
1.5051126E12,6.930729909981892E-7
1.50511266E12,7.003329756116727E-7
1.50511272E12,6.957200184842804E-7
1.50511278E12,6.877600071675261E-7
1.50511284E12,6.77508012358885E-7
1.5051129E12,6.747339966750587E-7
1.50511296E12,6.736490263392625E-7
1.50511302E12,6.687640166092024E-7
1.50511308E12,6.638790068791423E-7
1.50511314E12,6.536579917337804E-7
1.5051132E12,6.528500193780928E-7
1.50511326E12,6.531150233968219E-7
1.50511332E12,6.479589842456335E-7
1.50511338E12,6.491350177384447E-7
1.50511344E12,6.436679882426688E-7
1.5051135E12,6.477779947999807E-7
1.50511356E12,6.447020268751658E-7
1.50511362E12,6.408699846360832E-7
1.50511368E12,6.373750238708453E-7
1.50511374E12,6.325810204543814E-7
1.5051138E12,6.335250191114028E-7
1.50511386E12,6.322189847196569E-7
1.50511392E12,6.317670226962946E-7
1.50511398E12,6.234449756448157E-7
1.50511404E12,6.204959959177359E-7
1.5051141E12,6.202790245879441E-7
1.50511416E12,6.238070113795402E-7
1.50511422E12,6.221579837983882E-7
1.50511428E12,6.157559937491897E-7
1.50511434E12,6.202790245879441E-7
1.5051144E12,6.219980264177138E-7
1.50511446E12,6.151619800220942E-7
1.50511452E12,6.114140091995068E-7
1.50511458E12,6.102379757066956E-7
1.50511464E12,6.056309871382837E-7
1.5051147E12,6.023690275469562E-7
1.50511476E12,5.990219733575941E-7
1.50511482E12,5.986360065435292E-7
1.50511488E12,5.999260110911564E-7
1.50511494E12,5.960370117463754E-7
1.505115E12,5.948609782535641E-7
1.50511506E12,5.9347701153456E-7
1.50511512E12,5.862669922862551E-7
1.50511518E12,5.823779929414741E-7
1.50511524E12,5.793989998892357E-7
1.5051153E12,5.813830057377345E-7
1.50511536E12,5.740560027334141E-7
1.50511542E12,5.726660106120107E-7
1.50511548E12,5.653719767906296E-7
1.50511554E12,5.635629918288032E-7
1.5051156E12,5.644669727189466E-7
1.50511566E12,5.620850060950033E-7
1.50511572E12,5.607590196632373E-7
1.50511578E12,5.519839874068566E-7
1.50511584E12,5.515050247595354E-7
1.5051159E12,5.535219997909735E-7
1.50511596E12,5.505369813363359E-7
1.50511602E12,5.563139779951598E-7
1.50511608E12,5.458330178953474E-7
1.50511614E12,5.410390144788835E-7
1.5051162E12,5.444759949568834E-7
1.50511626E12,5.48006994449679E-7
1.50511632E12,5.414909765022458E-7
1.50511638E12,5.356120027499855E-7
1.50511644E12,5.360279828892089E-7
1.5051165E12,5.335310220289102E-7
1.50511656E12,5.327170242708235E-7
1.50511662E12,5.352500238586799E-7
1.50511668E12,5.287699877953855E-7
1.50511674E12,5.278320145407633E-7
1.5051168E12,5.158020144335751E-7
1.50511686E12,5.174899797566468E-7
1.50511692E12,5.235809794612578E-7
1.50511698E12,5.243949772193446E-7
1.50511704E12,5.232610078564903E-7
1.5051171E12,5.220430239205598E-7
1.50511716E12,5.239430151959823E-7
1.50511722E12,5.136309937370243E-7
1.50511728E12,5.083959990770381E-7
1.50511734E12,5.035900016991945E-7
1.5051174E12,5.012379915569909E-7
1.50511746E12,4.998270242140279E-7
1.50511752E12,4.977100047653948E-7
1.50511758E12,4.93368020215712E-7
1.50511764E12,4.928319867758546E-7
1.5051177E12,4.875789727520896E-7
